Time_UTC;hGlo [W/m2];hDif [W/m2];Tamb [C];Pload [W];Zapfung [l/15min];Wind [m/s2];Niederschlag [mm/h]; hGloCOSMO [W/m2];TambCOSMO [C];NiederCOSMO [mm/h]
15.01.2016 00:00;-2.046011719;0;1;191;0;0.837444444;0.00161;0;0.953325;0.0146485
15.01.2016 00:15;-1.918322509;0;1.466666667;100;0;1.153777778;0.412308889;0;0.8575375;0.02197275
15.01.2016 00:30;-1.842892288;0;0.9;100;0;0.531555556;0.329151111;0;0.76175;0.029297
15.01.2016 00:45;-1.734619847;0;0.9;100;0;1.417444444;0;0;0.72651;0.03076175
15.01.2016 01:00;-1.583236399;0;0.5;191.1444444;0;1.280851852;0.001626667;0;0.69127;0.0322265
15.01.2016 01:15;-1.715396776;0;0.8;100;0;1.398842593;0.019141389;0;0.65603;0.03369125
15.01.2016 01:30;-1.704716343;0;1.2;100;0;1.030972222;0.0788575;0;0.62079;0.035156
15.01.2016 01:45;-1.696205822;0;1.3;100;0;1.139888889;0.065272222;0;0.4327625;0.026367
15.01.2016 02:00;-1.613414082;0;1;191.1444444;0;1.355277778;0.687072778;0;0.244735;0.017578
15.01.2016 02:15;-1.94387158;0;1.5;100;0;0.934388889;0.247595;0;0.0567075;0.008789
15.01.2016 02:30;-1.771851836;0;1.4;100;0;1.673666667;0.087103333;0;-0.13132;0
15.01.2016 02:45;-1.770452344;0;1;100;0;2.265259259;0.020804444;0;-0.01491;0.001586425
15.01.2016 03:00;-1.929586409;0;1.4;191.1444444;0;1.610796296;0.000577778;0;0.1015;0.00317285
15.01.2016 03:15;-2.00828466;0;1.4;100;0;2.078611111;0;0;0.21791;0.004759275
15.01.2016 03:30;-1.993817111;0;1.3;100;0;2.647666667;0;0;0.33432;0.0063457
15.01.2016 03:45;-1.732782608;0;1.4;100;0;1.167611111;0;0;0.2118675;0.057616775
15.01.2016 04:00;-1.824757226;0;1.8;191.1444444;0;1.437166667;0.018318889;0;0.089415;0.10888785
15.01.2016 04:15;-1.588674599;0;2.6;100;0;1.015888889;0.008315556;0;-0.0330375;0.160158925
15.01.2016 04:30;-1.67206484;0;2.6;100;0;1.266555556;0.002371111;0;-0.15549;0.21143
15.01.2016 04:45;-1.681551498;0;3;100;39.46657203;3.887888889;0.42413;0;-0.1136345;0.1859175
15.01.2016 05:00;-1.945943842;0;0.2;303.1444444;8.243018209;1.371888889;1.024442222;0;-0.071779;0.160405
15.01.2016 05:15;-1.947318456;0;0.4;708;20.23286288;0.891555556;0;0;-0.0299235;0.1348925
15.01.2016 05:30;-2.100465338;0;0.2;708;18.23455543;1.449666667;0;0;0.011932;0.10938
15.01.2016 05:45;-2.317355854;0;0.6;720;9.741748792;2.127;6.78E-05;0;0.03146325;0.082035
15.01.2016 06:00;-2.078292561;0;1.5;799.1444444;0;2.438333333;0;0;0.0509945;0.05469
15.01.2016 06:15;-1.972835071;0;2.4;672;7.993229778;1.939074074;0;0;0.07052575;0.027345
15.01.2016 06:30;-1.74216181;0;2.7;660;0;2.471703704;0;0;0.090057;0
15.01.2016 06:45;-0.899841087;0.007001586;2.9;660;0;2.727;0;4.1415;0.11267775;0
15.01.2016 07:00;1.7411308;1.974858009;2.6;751.1444444;0;1.901777778;0;8.283;0.1352985;0
15.01.2016 07:15;4.884034187;5.041201514;3.2;660;0;2.615603175;0;12.4245;0.15791925;0
15.01.2016 07:30;7.407546865;7.868759855;2.528571429;660;0;2.122936508;0;16.566;0.18054;0
15.01.2016 07:45;12.4711702;12.6353743;3.5;660;0;1.986793651;0;31.6375;0.05599;0.0061035
15.01.2016 08:00;17.59785944;17.82652523;3.3;751.1444444;0;2.477047619;0;46.709;-0.06856;0.012207
15.01.2016 08:15;26.17621066;26.39024558;3.7;660;0;3.011396825;0;61.7805;-0.19311;0.0183105
15.01.2016 08:30;32.5263294;32.59024599;3.4;660;7.993229778;2.117;0;76.852;-0.31766;0.024414
15.01.2016 08:45;37.20164701;37.03891698;3;660;0;2.039333333;0.00058;95.004;-0.34215;0.0441905
15.01.2016 09:00;40.1607945;40.10264421;2.5;1074.144444;0;2.160238095;0;113.156;-0.36664;0.063967
15.01.2016 09:15;49.70245658;49.40273991;2.2;983;0;2.856539683;0;131.308;-0.39113;0.0837435
15.01.2016 09:30;62.32312938;61.79647874;2;983;0;4.008444444;0.000335556;149.46;-0.41562;0.10352
15.01.2016 09:45;72.94104554;72.4242055;2;983;9.242171931;4.083555556;0.000547778;151.515;-0.25824;0.07910485
15.01.2016 10:00;88.22458437;87.79100377;2.1;1625.655556;6.744287625;3.456;0;153.57;-0.10086;0.0546897
15.01.2016 10:15;101.374845;101.1415534;2.4;1544.866667;0;2.652555556;0;155.625;0.05652;0.03027455
15.01.2016 10:30;107.0529947;106.3490059;2.6;1820.255556;8.492806639;2.62637037;0;157.68;0.2139;0.0058594
15.01.2016 10:45;118.342373;117.4801009;1.8;1132.033333;0;3.477851852;0;155.545;0.277055;0.00439455
15.01.2016 11:00;127.9891514;127.2864276;1.9;746.3222222;0;2.96647619;0;153.41;0.34021;0.0029297
15.01.2016 11:15;133.753394;132.3371615;2.1;875.1555556;7.243864486;2.346579365;0;151.275;0.403365;0.00146485
15.01.2016 11:30;179.0679572;167.3878222;2.4;660;0;2.510240741;0;149.14;0.46652;0
15.01.2016 11:45;216.4433548;193.7703044;3;660;0;1.84405291;0;139.415;0.4822525;0
15.01.2016 12:00;236.7340058;210.9174253;3.1;811.1444444;0;1.589206349;0;129.69;0.497985;0
15.01.2016 12:15;288.1893531;242.4584174;3.6;708;0;1.892074074;0;119.965;0.5137175;0
15.01.2016 12:30;274.6023123;251.1337723;3.5;720;0;1.69305291;0;110.24;0.52945;0
15.01.2016 12:45;284.8125965;263.7852906;3.828571429;708;0;2.14515873;0;100.61025;0.5122675;0
15.01.2016 13:00;301.862911;252.1480356;4.385714286;751.1444444;0;2.196880952;0;90.9805;0.495085;0
15.01.2016 13:15;244.2360738;219.2481838;4.5;660;0;2.087277778;0;81.35075;0.4779025;0
15.01.2016 13:30;163.3823188;158.0989065;4.5;660;0;1.579412698;0;71.721;0.46072;0
15.01.2016 13:45;112.4882404;111.4342317;4.8;660;0;1.097920635;0;61.9815;0.432645;0
15.01.2016 14:00;83.04383593;82.52120807;4.7;751.1444444;0;1.248777778;0;52.242;0.40457;0
15.01.2016 14:15;80.09169777;79.5186382;4.4;660;0;1.837619048;0;42.5025;0.376495;0
15.01.2016 14:30;68.14140105;67.42131482;4;660;0;2.428936508;0;32.763;0.34842;0
15.01.2016 14:45;51.07744184;50.65820674;3.8;660;0;2.585666667;0;24.57225;0.3364875;0
15.01.2016 15:00;38.95111922;38.72998039;3.7;751.1444444;0;2.063388889;0;16.3815;0.324555;0
15.01.2016 15:15;28.49300869;28.42399597;3.9;660;0;1.346388889;0;8.19075;0.3126225;0
15.01.2016 15:30;13.35820314;13.50854226;3.9;660;0;2.137222222;0;0;0.30069;0
15.01.2016 15:45;3.448202783;3.540691967;4.1;660;0;2.534333333;0;0;0.300095;0
15.01.2016 16:00;-0.745777704;0.037208991;3.9;751.1444444;0;1.506777778;0;0;0.2995;0
15.01.2016 16:15;-1.740147886;0;3.7;660;0;1.363555556;0;0;0.298905;0
15.01.2016 16:30;-1.89907428;0;3.5;660;0;0.810555556;0;0;0.29831;0
15.01.2016 16:45;-1.784741332;0;3.5;660;15.98645956;1.855666667;0;0;0.2603;0
15.01.2016 17:00;-1.850659155;0;3.8;751.1444444;0;1.312851852;0;0;0.22229;0
15.01.2016 17:15;-1.65603742;0;3.3;951.8333333;0;1.371259259;0;0;0.18428;0
15.01.2016 17:30;-1.738675769;0;3.7;1025.077778;0;1.898222222;0;0;0.14627;0
15.01.2016 17:45;-1.707379451;0;3.6;724.0888889;8.9923835;1.395333333;0;0;0.018225;0.00097655
15.01.2016 18:00;-1.475084261;0;3.4;751.1444444;0;2.179777778;0;0;-0.10982;0.0019531
15.01.2016 18:15;-1.458523816;0;3.3;660;0;1.607888889;0;0;-0.237865;0.00292965
15.01.2016 18:30;-1.226439994;0;2.8;660;0;1.798333333;0;0;-0.36591;0.0039062
15.01.2016 18:45;-1.346220023;0;2.5;660;0;0.945333333;0;0;-0.5310575;0.0278319
15.01.2016 19:00;-1.496417834;0;2.2;751.1444444;7.493652917;1.134111111;0;0;-0.696205;0.0517576
15.01.2016 19:15;-1.526637136;0;2.1;660;7.493652917;1.494333333;0;0;-0.8613525;0.0756833
15.01.2016 19:30;-1.315567836;0;2;660;0;2.610666667;0;0;-1.0265;0.099609
15.01.2016 19:45;-1.56372834;0;1.9;660;0;1.488555556;0;0;-1.06865;0.19628925
15.01.2016 20:00;-1.585849188;0;2;751.1444444;0;1.158222222;0;0;-1.1108;0.2929695
15.01.2016 20:15;-1.588058007;0;1.9;660;0;0.93;0;0;-1.15295;0.38964975
15.01.2016 20:30;-1.558219037;0;2.2;660;0;1.115148148;0.00064;0;-1.1951;0.48633
15.01.2016 20:45;-1.325547611;0;1.6;659.3777778;0;1.153851852;0;0;-1.19975;0.445315
15.01.2016 21:00;-1.497603561;0;1.6;191.1444444;0;1.160777778;0;0;-1.2044;0.4043
15.01.2016 21:15;-1.397927868;0;1.7;100;0;1.210666667;0;0;-1.20905;0.363285
15.01.2016 21:30;-1.495590629;0;1.1;100;0;0.972;0.001626667;0;-1.2137;0.32227
15.01.2016 21:45;-1.406354234;0;1.3;100;0;1.396;0;0;-1.1958;0.2924825
15.01.2016 22:00;-1.215898628;0;1.2;191.1444444;0;1.825333333;0;0;-1.1779;0.262695
15.01.2016 22:15;-1.585917857;0;1;100;0;0.611888889;0;0;-1.16;0.2329075
15.01.2016 22:30;-1.611729809;0;1.3;100;0;0.439444444;0;0;-1.1421;0.20312
15.01.2016 22:45;-1.308443913;0;1.1;100;0;0.826888889;0;0;-1.138025;0.2123975
15.01.2016 23:00;-1.260888989;0;0.2;191.1444444;0;0.974444444;0;0;-1.13395;0.221675
15.01.2016 23:15;-1.2369684;0;-0.3;100;0;1.152444444;0;0;-1.129875;0.2309525
15.01.2016 23:30;-1.38501485;0;-0.5;100;7.993229778;0.828074074;0.004092222;0;-1.1258;0.24023
15.01.2016 23:45;-1.584871141;0;-0.6;100;0;0.863592593;0.002433333;0;-1.1473;0.26025
16.01.2016 00:00;-1.53271533;0;-0.7;191.1444444;0;0.776333333;0.156708889;0;-1.1688;0.28027
16.01.2016 00:15;-1.598655622;0;-0.6;100;0;0.399555556;0.00183;0;-1.1903;0.30029
16.01.2016 00:30;-1.636851066;0;-0.4;100;0;0.752611111;0.0055;0;-1.2118;0.32031
16.01.2016 00:45;-1.678340577;0;-0.3;100;0;0.427277778;0.00061;0;-1.2461;0.3916
16.01.2016 01:00;-1.594843536;0;-0.5;191.1444444;0;0.718333333;0.00019;0;-1.2804;0.46289
16.01.2016 01:15;-1.62559103;0;-0.6;100;0;0.500888889;0.001;0;-1.3147;0.53418
16.01.2016 01:30;-1.592408051;0;-0.6;100;0;0.566111111;0;0;-1.349;0.60547
16.01.2016 01:45;-1.543755128;0;-0.4;100;0;0.965888889;0.00061;0;-1.588125;0.4541025
16.01.2016 02:00;-1.727467343;0;-0.8;191.1444444;0;0.526444444;0;0;-1.82725;0.302735
16.01.2016 02:15;-1.628679814;0;-0.7;100;0;0.736444444;0.000155556;0;-2.066375;0.1513675
16.01.2016 02:30;-1.556233249;0;-0.6;100;0;0.744666667;0.005079444;0;-2.3055;0
16.01.2016 02:45;-1.577627716;0;-0.6;100;0;0.986444444;0.016507222;0;-2.3397;0.152005
16.01.2016 03:00;-1.662425579;0;-0.6;191.1444444;0;0.808333333;0.00061;0;-2.3739;0.30401
16.01.2016 03:15;-1.626972164;0;-0.5;100;0;0.990111111;0;0;-2.4081;0.456015
16.01.2016 03:30;-1.604468669;0;-0.7;100;0;0.535166667;0.001131111;0;-2.4423;0.60802
16.01.2016 03:45;-1.616979917;0;-0.6;100;0;0.514388889;0.007191111;0;-2.4095;0.6489775
16.01.2016 04:00;-1.607623037;0;-0.5;191.1444444;0;0.864666667;0.017618889;0;-2.3767;0.689935
16.01.2016 04:15;-1.634338121;0;-0.5;100;0;0.769833333;0.004634444;0;-2.3439;0.7308925
16.01.2016 04:30;-1.720116872;0;-0.6;100;0;0.541944444;0.000464444;0;-2.3111;0.77185
16.01.2016 04:45;-1.646953886;0;-0.4;100;48.95853239;0.989777778;0;0;-2.4524;0.58212225
16.01.2016 05:00;-1.615599328;0;-0.3;191.1444444;15.98645956;0.976888889;0;0;-2.5937;0.3923945
16.01.2016 05:15;-1.658288243;0;-0.5;100;28.97545795;0.680555556;0;0;-2.735;0.20266675
16.01.2016 05:30;-1.771738222;0;-0.4;100;14.98730583;0.478;0.00122;0;-2.8763;0.012939
16.01.2016 05:45;-1.772712668;0;-0.6;100;0;0.869;0;0;-2.9263;0.01855425
16.01.2016 06:00;-1.753435591;0;-0.2;303.1444444;0;0.656666667;0.00061;0;-2.9763;0.0241695
16.01.2016 06:15;-1.763371501;0;-0.3;708;0;0.493444444;0;0;-3.0263;0.02978475
16.01.2016 06:30;-1.704108752;0;-0.3;708;0;0.400555556;0;0;-3.0763;0.0354
16.01.2016 06:45;-1.0222997;0.188577696;-0.3;720;0;0.286888889;0;4.56825;-2.9814;0.04772925
16.01.2016 07:00;0.58242163;1.902683882;-0.6;799.1444444;0;0.232714286;0.00062;9.1365;-2.8865;0.0600585
16.01.2016 07:15;4.004242866;5.947653383;-0.4;672;0;0.47934127;0;13.70475;-2.7916;0.07238775
16.01.2016 07:30;12.16676978;16.04123939;-0.2;660;0;0.799960317;0;18.273;-2.6967;0.084717
16.01.2016 07:45;19.8648769;23.6910137;-0.1;660;0;0.946984127;0;32.9575;-2.518025;0.07928475
16.01.2016 08:00;46.25753225;47.08306946;0.1;751.1444444;0;1.329148148;0;47.642;-2.33935;0.0738525
16.01.2016 08:15;75.60753704;75.512611;0.1;660;0;0.862407407;0;62.3265;-2.160675;0.06842025
16.01.2016 08:30;98.63888058;98.20234127;0.1;660;0;0.668777778;0;77.011;-1.982;0.062988
16.01.2016 08:45;102.7628799;102.0769812;0.5;660;0;0.633;0;93.25325;-1.757875;0.048583775
16.01.2016 09:00;94.20838448;93.46978244;0.3;751.1444444;0;0.708;0.00058;109.4955;-1.53375;0.03417955
16.01.2016 09:15;102.4416678;101.6265209;0.1;660;0;0.86384127;0.00057;125.73775;-1.309625;0.019775325
16.01.2016 09:30;122.7005151;121.3573606;0.2;660;0;0.996492063;0.001917778;141.98;-1.0855;0.0053711
16.01.2016 09:45;150.6918387;146.8286942;0.1;660;6.494499195;0.969222222;0;153.1;-0.99057;0.009643575
16.01.2016 10:00;145.9867254;144.7870656;0.1;1074.144444;0;0.846301587;0.005277778;164.22;-0.89564;0.01391605
16.01.2016 10:15;132.9382918;132.4914933;0.371428571;983;0;0.653301587;0.002522222;175.34;-0.80071;0.018188525
16.01.2016 10:30;229.3199739;227.1400875;0.5;523.1777778;7.743441347;0.942063492;0.002855556;186.46;-0.70578;0.022461
16.01.2016 10:45;181.4972296;180.023881;0.5;423;0;0.713907407;0.003400556;188.49;-0.6649625;0.031006
16.01.2016 11:00;103.5689039;103.6242145;0.5;1056.211111;0;0.812814815;0.061596852;190.52;-0.624145;0.039551
16.01.2016 11:15;85.01859233;87.42365461;0;982.1222222;0;0.628960317;0.09322418;192.55;-0.5833275;0.048096
16.01.2016 11:30;72.06495327;78.37243249;-0.3;1277.022222;0;0.534206349;0.040389524;194.58;-0.54251;0.056641
16.01.2016 11:45;150.7472094;171.8755447;-0.2;557.7777778;0;0.555111111;0;194.2425;-0.4397275;0.04260282
16.01.2016 12:00;142.7615923;154.539788;0.033333333;746.3222222;0;0.706809524;0.003550476;193.905;-0.336945;0.02856464
16.01.2016 12:15;185.0391199;182.2869231;-0.2;875.1555556;0;0.653142857;0.000882857;193.5675;-0.2341625;0.01452646
16.01.2016 12:30;284.0307119;254.7905502;0.3;660;6.994076056;0.591714286;0.00465;193.23;-0.13138;0.00048828
16.01.2016 12:45;229.8524407;226.0265987;0.35;660;0;0.836759259;0;177.385;-0.11768475;0.03771871
16.01.2016 13:00;181.0229735;176.8982827;0.7;811.1444444;0;1.262796296;0;161.54;-0.1039895;0.07494914
16.01.2016 13:15;93.24184181;92.34044737;0.3;708;0;1.353888889;0.002116667;145.695;-0.09029425;0.11217957
16.01.2016 13:30;47.32698828;47.27898724;0.2;720;0;1.022444444;0.002752222;129.85;-0.076599;0.14941
16.01.2016 13:45;25.13042958;26.2588623;0.1;708;0;1.001074074;0.220053333;115.2735;-0.12430675;0.2600075
16.01.2016 14:00;27.78414467;31.85227698;0;751.1444444;0;0.525798942;0.009884444;100.697;-0.1720145;0.370605
16.01.2016 14:15;41.082343;47.51289028;0.1;660;0;0.522380952;0.016483333;86.1205;-0.21972225;0.4812025
16.01.2016 14:30;43.25848847;49.50456554;0.2;660;0;0.521634921;0.015;71.544;-0.26743;0.5918
16.01.2016 14:45;46.59786528;52.41987459;0.1;660;9.242171931;0.572190476;0.020450794;57.739;-0.4032775;0.62598
16.01.2016 15:00;51.41939432;56.11218404;0.1;751.1444444;0;0.729777778;0.001081429;43.934;-0.539125;0.66016
16.01.2016 15:15;24.41861085;27.58982133;0.2;660;0;0.765253968;0;30.129;-0.6749725;0.69434
16.01.2016 15:30;8.644606846;10.1339413;-0.1;660;0;1.300222222;0;16.324;-0.81082;0.72852
16.01.2016 15:45;2.457353996;3.530689657;-0.1;660;0;0.928555556;0;12.243;-0.89634;0.6358675
16.01.2016 16:00;-0.654627208;0.227030417;-0.2;751.1444444;0;0.962888889;0.006382222;8.162;-0.98186;0.543215
16.01.2016 16:15;-1.482485129;0;-0.3;660;7.993229778;0.949222222;0.017256667;4.081;-1.06738;0.4505625
16.01.2016 16:30;-1.76554423;0;-0.3;660;0;0.321583333;0.001536667;0;-1.1529;0.35791
16.01.2016 16:45;-1.800665688;0;-0.1;660;0;0.660638889;0.000743333;0;-1.207525;0.4211425
16.01.2016 17:00;-1.798403568;0;0;751.1444444;0;0.375777778;0.061272222;0;-1.26215;0.484375
16.01.2016 17:15;-1.827843153;0;-0.1;660;15.48688269;0.550666667;0.003481111;0;-1.316775;0.5476075
16.01.2016 17:30;-1.910516726;0;-0.1;660;0;0.454444444;0.001595556;0;-1.3714;0.61084
16.01.2016 17:45;-1.975227793;0;-0.1;660;0;0.333222222;0;0;-1.328125;0.5352775
16.01.2016 18:00;-2.017798108;0;0;751.1444444;0;0.751888889;0;0;-1.28485;0.459715
16.01.2016 18:15;-1.978467359;0;-0.2;951.8333333;7.493652917;0.769222222;0;0;-1.241575;0.3841525
16.01.2016 18:30;-1.919131488;0;-0.2;1025.077778;0;0.783444444;0.015427778;0;-1.1983;0.30859
16.01.2016 18:45;-1.89515184;0;-0.3;724.0888889;0;1.116444444;0.000672222;0;-1.391725;0.26733
16.01.2016 19:00;-1.913763433;0;-0.5;751.1444444;0;0.595814815;0.036464444;0;-1.58515;0.22607
16.01.2016 19:15;-1.775462195;0;-0.1;660;0;1.273240741;0.016741111;0;-1.778575;0.18481
16.01.2016 19:30;-1.777869513;0;-0.7;660;0;0.626833333;0.001491111;0;-1.972;0.14355
16.01.2016 19:45;-1.711108818;0;-0.3;660;0;0.852;0;0;-1.82135;0.109859775
16.01.2016 20:00;-1.694729653;0;-0.4;751.1444444;0;0.753444444;0;0;-1.6707;0.07616955
16.01.2016 20:15;-1.734064882;0;-0.6;660;0;0.761555556;0.002016667;0;-1.52005;0.042479325
16.01.2016 20:30;-1.781972646;0;-0.5;660;0;0.801777778;0;0;-1.3694;0.0087891
16.01.2016 20:45;-1.703300391;0;-0.2;660;0;0.669777778;0.002493333;0;-1.46115;0.009521575
16.01.2016 21:00;-1.741974566;0;-0.5;751.1444444;0;0.633925926;0.010611111;0;-1.5529;0.01025405
16.01.2016 21:15;-1.706719122;0;-0.3;660;0;0.56287963;0.000714444;0;-1.64465;0.010986525
16.01.2016 21:30;-1.695046122;0;-0.5;660;0;1.250305556;0;0;-1.7364;0.011719
16.01.2016 21:45;-1.770767343;0;-0.3;659.3777778;0;0.924222222;0;0;-1.71725;0.013428
16.01.2016 22:00;-1.768438773;0;-0.3;191.1444444;0;0.555722222;0.000750556;0;-1.6981;0.015137
16.01.2016 22:15;-1.685550018;0;-0.4;100;0;0.974277778;0.000585;0;-1.67895;0.016846
16.01.2016 22:30;-1.628435849;0;-0.8;100;0;0.755;0;0;-1.6598;0.018555
16.01.2016 22:45;-1.529673874;0;-0.7;100;0;1.341259259;0;0;-1.66465;0.01733425
16.01.2016 23:00;-1.320592219;0;-1;191.1444444;0;3.008851852;0;0;-1.6695;0.0161135
16.01.2016 23:15;-1.212688966;0;-1.4;100;0;2.483;0;0;-1.67435;0.01489275
16.01.2016 23:30;-1.397883646;0;-1.7;100;0;2.692444444;0.00061;0;-1.6792;0.013672
16.01.2016 23:45;-1.594163393;0;-1.8;100;0;1.680305556;0.002614444;0;-1.747425;0.0300295
17.01.2016 00:00;-1.644145991;0;-1.6;191.1444444;0;1.148583333;0;0;-1.81565;0.046387
17.01.2016 00:15;-1.733448989;0;-1.5;100;0;1.284888889;0;0;-1.883875;0.0627445
17.01.2016 00:30;-1.771770929;0;-1.3;100;0;1.031666667;0;0;-1.9521;0.079102
17.01.2016 00:45;-2.078957966;0;-1.5;100;0;0.893814815;0;0;-1.93105;0.088134
17.01.2016 01:00;-2.143480979;0;-1.2;191.1444444;0;0.987518519;0;0;-1.91;0.097166
17.01.2016 01:15;-2.307541598;0;-1.1;100;0;0.595666667;0;0;-1.88895;0.106198
17.01.2016 01:30;-2.286475706;0;-1.2;100;0;0.693444444;0;0;-1.8679;0.11523
17.01.2016 01:45;-2.436212639;0;-1.2;100;0;0.683037037;0.000121111;0;-2.239175;0.0864225
17.01.2016 02:00;-2.497356764;0;-1.2;191.1444444;0;0.928518519;7.22E-05;0;-2.61045;0.057615
17.01.2016 02:15;-2.390757148;0;-1.033333333;100;0;1.089888889;0.005485556;0;-2.981725;0.0288075
17.01.2016 02:30;-2.175874141;0;-1;100;0;0.898111111;0.055098889;0;-3.353;0
17.01.2016 02:45;-2.114991254;0;-1.2;100;0;0.893555556;0.003223333;0;-3.10835;0.00030315
17.01.2016 03:00;-1.973774619;0;-1.1;191.1444444;0;1.683;0.009198889;0;-2.8637;0.0006063
17.01.2016 03:15;-2.000632883;0;-1.5;100;0;1.448111111;0.006922222;0;-2.61905;0.00090945
17.01.2016 03:30;-1.966237181;0;-1.7;100;0;1.607222222;0.001178889;0;-2.3744;0.0012126
17.01.2016 03:45;-2.15064029;0;-1.4;100;0;1.545666667;0;0;-2.59375;0.06499695
17.01.2016 04:00;-2.030157827;0;-1.3;191.1444444;0;1.136777778;0;0;-2.8131;0.1287813
17.01.2016 04:15;-1.982836192;0;-1.4;100;0;1.141666667;0;0;-3.03245;0.19256565
17.01.2016 04:30;-1.894365044;0;-1.4;100;0;1.059083333;0;0;-3.2518;0.25635
17.01.2016 04:45;-1.715109793;0;-1.5;100;21.48180503;0.995027778;0.000948889;0;-3.341325;0.22098
17.01.2016 05:00;-1.669646158;0;-1.8;191.1444444;32.22270754;0.969111111;0.001626667;0;-3.43085;0.18561
17.01.2016 05:15;-1.711513149;0;-1.9;100;48.2091671;1.262;0.000436667;0;-3.520375;0.15024
17.01.2016 05:30;-1.777582263;0;-1.9;100;41.96445633;0.748055556;0.004277778;0;-3.6099;0.11487
17.01.2016 05:45;-1.822633321;0;-2;100;0;0.631277778;0.004616667;0;-3.288575;0.10913225
17.01.2016 06:00;-1.874946941;0;-1.9;303.1444444;0;0.324407407;0.000843333;0;-2.96725;0.1033945
17.01.2016 06:15;-1.796078962;0;-2;708;6.994076056;0.448648148;0.000346667;0;-2.645925;0.09765675
17.01.2016 06:30;-1.632544868;0;-1.5;708;0;0.451944444;0;0;-2.3246;0.091919
17.01.2016 06:45;-1.070992051;0.041357692;-1.7;720;0;0.765555556;0;5.849;-2.31065;0.10855175
17.01.2016 07:00;-0.286597846;0.768934563;-1.9;799.1444444;0;0.390666667;0;11.698;-2.2967;0.1251845
17.01.2016 07:15;1.121963316;2.427702421;-2.1;672;0;0.196222222;0;17.547;-2.28275;0.14181725
17.01.2016 07:30;6.192745452;8.346503346;-1;660;0;0.219777778;0;23.396;-2.2688;0.15845
17.01.2016 07:45;8.27153893;10.73558891;-1.571428571;660;0;0.173968254;0;41.8135;-2.129575;0.1550925
17.01.2016 08:00;11.52085266;14.53694804;-1.9;751.1444444;0;0.184253968;0;60.231;-1.99035;0.151735
17.01.2016 08:15;21.07646208;25.80173865;-1.8;660;0;0.199873016;0;78.6485;-1.851125;0.1483775
17.01.2016 08:30;28.63798446;34.75701022;-1.5;660;0;0.242365079;0;97.066;-1.7119;0.14502
17.01.2016 08:45;28.65072387;34.66056014;-1.357142857;660;6.994076056;0.384984127;0;114.5245;-1.7119;0.1655275
17.01.2016 09:00;28.0801463;34.49547386;-1.2;751.1444444;0;0.343222222;0;131.983;-1.7119;0.186035
17.01.2016 09:15;33.72021252;42.10998534;-1.4;660;0;0.373746032;0;149.4415;-1.7119;0.2065425
17.01.2016 09:30;41.35046893;52.14772335;-1.114285714;660;0;0.281920635;0;166.9;-1.7119;0.22705
17.01.2016 09:45;60.49796535;75.83969062;-1.071428571;660;0;0.282444444;0;179.9875;-1.64525;0.282775
17.01.2016 10:00;66.03793429;82.67612655;-0.8;1074.144444;15.73667113;0.28;0;193.075;-1.5786;0.3385
17.01.2016 10:15;99.0427378;123.6609902;-0.6;983;9.741748792;0.498888889;0;206.1625;-1.51195;0.394225
17.01.2016 10:30;125.2338854;152.4670304;-0.583333333;984.8888889;7.243864486;0.443444444;0;219.25;-1.4453;0.44995
17.01.2016 10:45;132.1883035;166.7215614;-0.083333333;996.2222222;0;0.621142857;0;213.9925;-1.3201725;0.5686625
17.01.2016 11:00;153.3606991;189.2926109;0.442857143;1526.611111;0;0.551634921;0.004091111;208.735;-1.195045;0.687375
17.01.2016 11:15;102.2231919;125.9827039;0.5;979.2;0;0.539;0.001998889;203.4775;-1.0699175;0.8060875
17.01.2016 11:30;59.48997203;73.0821808;0.466666667;1260.255556;0;0.613;0;198.22;-0.94479;0.9248
17.01.2016 11:45;38.05047709;46.92694615;0.214285714;572.6555556;0;0.824809524;0;192.7475;-0.846555;0.966925
17.01.2016 12:00;23.77851332;31.12501366;-0.4;746.3222222;0;0.75952381;0.007892222;187.275;-0.74832;1.00905
17.01.2016 12:15;37.28528314;51.39754459;-1.05;875.1555556;0;0.637777778;0;181.8025;-0.650085;1.051175
17.01.2016 12:30;53.67690897;74.78490848;-1.6;660;0;0.584714286;0;176.33;-0.55185;1.0933
17.01.2016 12:45;32.77385681;44.93016227;-1.3;660;0;0.85484127;0;164.3425;-0.8823375;0.90811
17.01.2016 13:00;24.20446042;33.55940262;-1;804.4777778;0;0.591333333;0.03698;152.355;-1.212825;0.72292
17.01.2016 13:15;0;0;-0.034761557;714.6666667;0;0;0;140.3675;-1.5433125;0.53773
17.01.2016 13:30;0;0;-0.174428529;708;8.9923835;0;0;128.38;-1.8738;0.35254
17.01.2016 13:45;0;0;-0.314095501;720;0;0;0;118.3405;-1.920875;0.4190675
17.01.2016 14:00;0;0;-0.453762473;751.1444445;0;0;0;108.301;-1.96795;0.485595
17.01.2016 14:15;0;0;-0.593429445;660;0;0;0;98.2615;-2.015025;0.5521225
17.01.2016 14:30;0;0;-0.733096417;660;0;0;0;88.222;-2.0621;0.61865
17.01.2016 14:45;0;0;-0.872763389;660;0;0;0;71.946;-2.300675;0.466551
17.01.2016 15:00;0;0;-1.012430361;751.1444445;0;0;0;55.67;-2.53925;0.314452
