Time;hGlo;hDif;Tamb;Pload;Wind;Niederschlag; hGloCOSMO; TambCOSMO; NiederCOSMO;Zapfung
2017-01-15 00:00:00;0;0;-2.9;191;0.640222222;0;0;-2.5318;0;0
2017-01-15 00:15:00;0;0;-3;100;0.864444444;0;0;-2.63125;0;0
2017-01-15 00:30:00;0;0;-2.8;100;0.495592593;0;0;-2.7307;0;0
2017-01-15 00:45:00;0;0;-3;100;0.229046296;0;0;-2.837075;0;0
2017-01-15 01:00:00;0;0;-2.8;191.1444444;0.375472222;0;0;-2.94345;0;0
2017-01-15 01:15:00;0;0;-3;100;0.353111111;0;0;-3.049825;0;0
2017-01-15 01:30:00;0;0;-2.8;100;0.426388889;0;0;-3.1562;0;0
2017-01-15 01:45:00;0;0;-2.5;100;0.394388889;0;0;-3.2848;0;0
2017-01-15 02:00:00;0;0;-2.866666667;191.1444444;0.577666667;0;0;-3.4134;0;0
2017-01-15 02:15:00;0;0;-2.9;100;0.445296296;0;0;-3.542;0;0
2017-01-15 02:30:00;0;0;-2.9;100;0.401259259;0;0;-3.6706;0;0
2017-01-15 02:45:00;0;0;-2.6;100;0.162444444;0;0;-3.812575;0.0514475;0
2017-01-15 03:00:00;0;0;-2.3;191.1444444;0.190111111;0;0;-3.95455;0.102895;0
2017-01-15 03:15:00;0;0;-2.3;100;0.336777778;0;0;-4.096525;0.1543425;0
2017-01-15 03:30:00;0;0;-3;100;0.278111111;0;0;-4.2385;0.20579;0
2017-01-15 03:45:00;0;0;-3.2;100;0.312;0;0;-4.376875;0.16526775;0
2017-01-15 04:00:00;0;0;-3.1;191.1444444;0.339111111;0;0;-4.51525;0.1247455;0
2017-01-15 04:15:00;0;0;-2.7;100;0.307111111;0;0;-4.653625;0.08422325;0
2017-01-15 04:30:00;0;0;-2.7;100;0.562111111;0;0;-4.792;0.043701;0
2017-01-15 04:45:00;0;0;-2.8;100;0.519111111;0;0;-4.606175;0.03631575;39.46657203
2017-01-15 05:00:00;0;0;-2.766666667;191.1444444;0.267333333;0;0;-4.42035;0.0289305;8.243018209
2017-01-15 05:15:00;0;0;-3.1;100;0.206722222;0;0;-4.234525;0.02154525;20.23286288
2017-01-15 05:30:00;0;0;-3.025;100;0.269833333;0.002028889;0;-4.0487;0.01416;18.23455543
2017-01-15 05:45:00;0;0;-2.9;100;0.236666667;0.010826667;0;-4.153975;0.0118407;9.741748792
2017-01-15 06:00:00;0;0;-2.8;303.1444444;0.509777778;0.00562;0;-4.25925;0.0095214;0
2017-01-15 06:15:00;0;0;-2.7;708;0.652888889;0.003234444;0;-4.364525;0.0072021;7.993229778
2017-01-15 06:30:00;0;0;-2.7;708;1.174555556;0;0;-4.4698;0.0048828;0
2017-01-15 06:45:00;0;0.003301067;-2.8;720;1.861666667;0;5.827;-4.4959;0.00378417;0
2017-01-15 07:00:00;0.872552124;2.099281055;-2.9;799.1444444;2.148259259;0;11.654;-4.522;0.00268554;0
2017-01-15 07:15:00;6.11440744;8.296366696;-2.9;672;1.125185185;0;17.481;-4.5481;0.00158691;0
2017-01-15 07:30:00;16.3369004;19.50434261;-2.7;660;0.768444444;0;23.308;-4.5742;0.00048828;0
2017-01-15 07:45:00;31.12849898;35.68631399;-2.5;660;0.894666667;0;43.5435;-4.4331;0.00036621;0
2017-01-15 08:00:00;50.61312212;57.31759988;-2.6;751.1444444;0.614740741;0;63.779;-4.292;0.00024414;0
2017-01-15 08:15:00;70.8628004;79.17589244;-2.566666667;660;0.936291005;0;84.0145;-4.1509;0.00012207;0
2017-01-15 08:30:00;91.14754505;103.1393863;-2.4;660;0.838190476;0;104.25;-4.0098;0;7.993229778
2017-01-15 08:45:00;90.36603927;108.2725234;-2.1;660;0.993611111;0;126.31;-4.0037;0;0
2017-01-15 09:00:00;140.1489514;165.4621623;-1.9;751.1444444;0.454722222;0;148.37;-3.9976;0;0
2017-01-15 09:15:00;127.0044054;150.6545305;-2.1;660;0.322793651;0;170.43;-3.9915;0;0
2017-01-15 09:30:00;131.0937694;146.8302494;-1.3;660;0.310650794;0;192.49;-3.9854;0;0
2017-01-15 09:45:00;156.4666821;171.1695116;-1.1;660;0.360555556;0;207.1525;-3.628625;0.00012207;9.242171931
2017-01-15 10:00:00;157.908172;174.2151734;-0.8;1997.811111;0.327222222;0;221.815;-3.27185;0.00024414;6.744287625
2017-01-15 10:15:00;143.2503028;162.1757389;-0.6;988.6666667;0.422;0;236.4775;-2.915075;0.00036621;0
2017-01-15 10:30:00;155.1056781;182.2078211;-1.2;964.3333333;0.327666667;0;251.14;-2.5583;0.00048828;8.492806639
2017-01-15 10:45:00;200.55094;245.8049407;-0.5;423;0.484092593;0;255.9125;-2.416175;0.00036621;0
2017-01-15 11:00:00;169.7093884;206.7661141;-0.8;1253.455556;0.630296296;0;260.685;-2.27405;0.00024414;0
2017-01-15 11:15:00;140.9710333;176.4421234;-1.2;958.6;0.400785714;0;265.4575;-2.131925;0.00012207;7.243864486
2017-01-15 11:30:00;245.1219963;286.8419489;0.9;1616.255556;0.529714286;0;270.23;-1.9898;0;0
2017-01-15 11:45:00;209.0592039;241.4236104;0.6;935.4888889;1.035444444;0;262.32;-1.9618;0;0
2017-01-15 12:00:00;169.1272715;199.7837846;-0.3;746.3222222;1.487571429;0;254.41;-1.9338;0;0
2017-01-15 12:15:00;190.3621599;219.3626821;-0.6;1029.655556;1.638206349;0;246.5;-1.9058;0;0
2017-01-15 12:30:00;176.8617576;208.0172838;-0.3;660;1.318166667;0;238.59;-1.8778;0;0
2017-01-15 12:45:00;204.435845;253.5156934;0.3;660;1.091738095;0;220.2175;-1.92575;0;0
2017-01-15 13:00:00;180.2269651;209.1696201;-0.1;811.1444444;1.112095238;0;201.845;-1.9737;0;0
2017-01-15 13:15:00;140.3825727;158.2455423;-0.1;708;0.636481481;0;183.4725;-2.02165;0;0
2017-01-15 13:30:00;114.4310064;133.9402723;0.3;720;0.468851852;0;165.1;-2.0696;0;0
2017-01-15 13:45:00;104.3976501;132.3550517;0.2;708;0.334984127;0;145.40025;-2.169725;0;0
2017-01-15 14:00:00;91.33161028;117.8027457;0.8;751.1444444;0.188793651;0;125.7005;-2.26985;0;0
2017-01-15 14:15:00;83.75980902;106.3384925;0.9;660;0.332666667;0;106.00075;-2.369975;0;0
2017-01-15 14:30:00;44.73185871;58.52775589;0.216666667;660;0.495761905;0;86.301;-2.4701;0;0
2017-01-15 14:45:00;39.09482463;52.41502784;-1.442857143;660;0.487460317;0;70.097;-2.55895;0;0
2017-01-15 15:00:00;25.51592887;37.63594801;-1.8;751.1444444;0.464888889;0;53.893;-2.6478;0;0
2017-01-15 15:15:00;15.8579026;23.49356564;-1.9;660;0.438148148;0;37.689;-2.73665;0;0
2017-01-15 15:30:00;17.41094444;24.3379347;-1.9;660;0.259185185;0;21.485;-2.8255;0;0
2017-01-15 15:45:00;5.416924483;8.015765068;-2.2;660;0.339888889;0;16.11375;-2.9539;0;0
2017-01-15 16:00:00;0;0.391765236;-2.2;751.1444444;0.473833333;0;10.7425;-3.0823;0;0
2017-01-15 16:15:00;0;0;-2.4;660;0.494833333;0;5.37125;-3.2107;0;0
2017-01-15 16:30:00;0;0;-2.633333333;660;0.570111111;0;0;-3.3391;0;0
2017-01-15 16:45:00;0;0;-2.3;660;0.670703704;0;0;-3.426825;0.001953125;15.98645956
2017-01-15 17:00:00;0;0;-3;751.1444444;0.544240741;0;0;-3.51455;0.00390625;0
2017-01-15 17:15:00;0;0;-2.85;660;0.641277778;0;0;-3.602275;0.005859375;0
2017-01-15 17:30:00;0;0;-2.5;660;0.395222222;0;0;-3.69;0.0078125;0
2017-01-15 17:45:00;0;0;-2.9;660;0.707111111;0;0;-3.863425;0.006835925;8.9923835
2017-01-15 18:00:00;0;0;-2.7;751.1444444;1.05;0;0;-4.03685;0.00585935;0
2017-01-15 18:15:00;0;0;-2.5;1226.5;0.774111111;0;0;-4.210275;0.004882775;0
2017-01-15 18:30:00;0;0;-2.8;1025.077778;0.512111111;0;0;-4.3837;0.0039062;0
2017-01-15 18:45:00;0;0;-3.2;878.5888889;0.350777778;0;0;-4.386125;0.003417925;0
2017-01-15 19:00:00;0;0;-3.3;751.1444444;0.327777778;0.00121;0;-4.38855;0.00292965;7.493652917
2017-01-15 19:15:00;0;0;-3.1;660;0.550472222;0;0;-4.390975;0.002441375;7.493652917
2017-01-15 19:30:00;0;0;-3.4;660;0.820083333;0;0;-4.3934;0.0019531;0
2017-01-15 19:45:00;0;0;-3.3;660;0.998111111;0;0;-4.371875;0.016113325;0
2017-01-15 20:00:00;0;0;-3.2;751.1444444;0.786740741;0;0;-4.35035;0.03027355;0
2017-01-15 20:15:00;0;0;-4;660;0.685231481;0;0;-4.328825;0.044433775;0
2017-01-15 20:30:00;0;0;-3.8;660;0.615916667;0;0;-4.3073;0.058594;0
2017-01-15 20:45:00;0;0;-3.5;660;0.388333333;0;0;-4.293175;0.1132805;0
2017-01-15 21:00:00;0;0;-3.4;751.1444444;0.348222222;0.00061;0;-4.27905;0.167967;0
2017-01-15 21:15:00;0;0;-3.4;660;0.277888889;0;0;-4.264925;0.2226535;0
2017-01-15 21:30:00;0;0;-3.2;660;0.443;0;0;-4.2508;0.27734;0
2017-01-15 21:45:00;0;0;-3.1;659.3777778;0.282777778;0.00122;0;-4.267825;0.21972375;0
2017-01-15 22:00:00;0;0;-3;191.1444444;0.279888889;5.33E-05;0;-4.28485;0.1621075;0
2017-01-15 22:15:00;0;0;-2.8;100;0.262972222;0.00061;0;-4.301875;0.10449125;0
2017-01-15 22:30:00;0;0;-2.8;100;0.731583333;0;0;-4.3189;0.046875;0
2017-01-15 22:45:00;0;0;-3;100;0.891777778;0;0;-4.476525;0.03515625;0
2017-01-15 23:00:00;0;0;-3.1;191.1444444;1.155833333;0;0;-4.63415;0.0234375;0
2017-01-15 23:15:00;0;0;-3.1;100;1.171277778;0;0;-4.791775;0.01171875;0
2017-01-15 23:30:00;0;0;-2.9;100;1.182111111;0;0;-4.9494;0;7.993229778
2017-01-15 23:45:00;0;0;-2.8;100;1.243185185;0;0;-4.95915;0.01708975;0
2017-01-16 00:00:00;0;0;-2.8;191.1444444;0.956592593;0;0;-4.9689;0.0341795;0
2017-01-16 00:15:00;0;0;-2.8;100;0.817222222;0;0;-4.97865;0.05126925;0
2017-01-16 00:30:00;0;0;-2.9;100;0.477;0;0;-4.9884;0.068359;0
2017-01-16 00:45:00;0;0;-2.6;100;0.723472222;0;0;-4.998875;0.06445275;0
2017-01-16 01:00:00;0;0;-3.1;191.1444444;0.650416667;0;0;-5.00935;0.0605465;0
2017-01-16 01:15:00;0;0;-2.8;100;0.668222222;0;0;-5.019825;0.05664025;0
2017-01-16 01:30:00;0;0;-3.1;100;0.624666667;0;0;-5.0303;0.052734;0
2017-01-16 01:45:00;0;0;-3;100;0.627444444;0;0;-4.7839;0.0395505;0
2017-01-16 02:00:00;0;0;-3.3;191.1444444;0.678666667;0;0;-4.5375;0.026367;0
2017-01-16 02:15:00;0;0;-3.4;100;0.669111111;0;0;-4.2911;0.0131835;0
2017-01-16 02:30:00;0;0;-3.5;100;0.750555556;0;0;-4.0447;0;0
2017-01-16 02:45:00;0;0;-3.7;100;0.659740741;0;0;-4.058125;0.01249425;0
2017-01-16 03:00:00;0;0;-3.8;191.1444444;0.88287037;0;0;-4.07155;0.0249885;0
2017-01-16 03:15:00;0;0;-4;100;0.764833333;0;0;-4.084975;0.03748275;0
2017-01-16 03:30:00;0;0;-4.2;100;0.549111111;0;0;-4.0984;0.049977;0
2017-01-16 03:45:00;0;0;-3.9;100;0.479518519;0;0;-4.12515;0.0563425;0
2017-01-16 04:00:00;0;0;-3.6;191.1444444;0.543148148;0;0;-4.1519;0.062708;0
2017-01-16 04:15:00;0;0;-3.6;100;0.848555556;0;0;-4.17865;0.0690735;0
2017-01-16 04:30:00;0;0;-3.7;100;0.740888889;0;0;-4.2054;0.075439;0
2017-01-16 04:45:00;0;0;-4;100;0.644666667;0;0;-4.2084;0.12225425;48.95853239
2017-01-16 05:00:00;0;0;-3.9;303.1444444;0.671111111;0;0;-4.2114;0.1690695;15.98645956
2017-01-16 05:15:00;0;0;-4;708;0.886;0.009787778;0;-4.2144;0.21588475;28.97545795
2017-01-16 05:30:00;0;0;-4.3;708;0.792666667;0.002343333;0;-4.2174;0.2627;14.98730583
2017-01-16 05:45:00;0;0;-4.2;720;0.613777778;0.007776667;0;-4.27775;0.2596475;0
2017-01-16 06:00:00;0;0;-4;799.1444444;0.596666667;0.00181;0;-4.3381;0.256595;0
2017-01-16 06:15:00;0;0;-4.1;672;0.728;0;0;-4.39845;0.2535425;0
2017-01-16 06:30:00;0;0;-4.2;660;0.631333333;0;0;-4.4588;0.25049;0
2017-01-16 06:45:00;0;0.015478606;-4.2;660;0.732222222;0.001626667;5.1175;-4.52245;0.5025675;0
2017-01-16 07:00:00;0.875768531;2.559410078;-4.3;751.1444444;1.037222222;0.010195873;10.235;-4.5861;0.754645;0
2017-01-16 07:15:00;8.400535795;11.75596989;-4.3;660;0.524277778;0.005003016;15.3525;-4.64975;1.0067225;0
2017-01-16 07:30:00;8.345697666;11.64457167;-3.9;660;0.560777778;0.00064;20.47;-4.7134;1.2588;0
2017-01-16 07:45:00;16.77293706;21.32142444;-3.9;660;0.615928571;0.035113333;36.26425;-4.590225;1.420175;0
2017-01-16 08:00:00;20.26042751;25.72694007;-3.8;751.1444444;0.574238095;0.015346667;52.0585;-4.46705;1.58155;0
2017-01-16 08:15:00;20.30285134;26.18352507;-3.8;660;0.289222222;0.358434444;67.85275;-4.343875;1.742925;0
2017-01-16 08:30:00;38.73393126;48.65806981;-3.6;660;0.459333333;0.001871111;83.647;-4.2207;1.9043;0
2017-01-16 08:45:00;37.24510441;47.09930866;-3.2;660;0.540666667;0.00064;99.59275;-4.090425;1.45386;0
2017-01-16 09:00:00;55.15283385;67.30224579;-3.585714286;1986.477778;0.326;0.002166667;115.5385;-3.96015;1.00342;0
2017-01-16 09:15:00;102.2185068;128.9373276;-3;983;0.331222222;0;131.48425;-3.829875;0.55298;0
2017-01-16 09:30:00;90.16646459;110.7315052;-2.7;994.3333333;0.178092593;0;147.43;-3.6996;0.10254;0
2017-01-16 09:45:00;141.8077444;175.2480321;-1.616666667;988.6666667;0.23160582;0;159.075;-3.493625;0.07983475;6.494499195
2017-01-16 10:00:00;209.0140786;265.7994867;-1.5;1296.911111;0.400190476;0;170.72;-3.28765;0.0571295;0
2017-01-16 10:15:00;94.88227835;122.7264078;-1.2;968.9;0.222481481;0;182.365;-3.081675;0.03442425;0
2017-01-16 10:30:00;100.0597687;128.5222563;-0.9;1602.922222;0.614851852;0.009884444;194.01;-2.8757;0.011719;7.743441347
2017-01-16 10:45:00;165.7523326;209.771536;-2.5;937.3777778;0.477396825;0;204.355;-2.6578;0.00878925;0
2017-01-16 11:00:00;190.3982576;233.2044383;-2;559.6555556;0.917769841;0;214.7;-2.4399;0.0058595;0
2017-01-16 11:15:00;160.2100252;198.839278;-1.4;1018.455556;0.869309524;0;225.045;-2.222;0.00292975;0
2017-01-16 11:30:00;194.2367452;269.1472776;-1.1;660;0.824095238;0;235.39;-2.0041;0;0
2017-01-16 11:45:00;184.1995119;245.6904791;-1.4;660;0.650984127;0;228.9325;-2.013225;0.0043945;0
2017-01-16 12:00:00;151.2162893;192.9250542;-1.7;811.1444444;0.504444444;0;222.475;-2.02235;0.008789;0
2017-01-16 12:15:00;123.8655749;153.7580571;-1.1;708;0.531148148;0;216.0175;-2.031475;0.0131835;0
2017-01-16 12:30:00;116.3600622;141.4547129;-1.8;720;0.65826455;0;209.56;-2.0406;0.017578;6.994076056
2017-01-16 12:45:00;118.7455759;142.553401;-1.9;708;0.77631746;0;195.9775;-2.14495;0.0131835;0
2017-01-16 13:00:00;113.9494913;139.5557201;-2;751.1444444;0.687769841;0;182.395;-2.2493;0.008789;0
2017-01-16 13:15:00;111.3699397;143.8689947;-2;660;0.555563492;0;168.8125;-2.35365;0.0043945;0
2017-01-16 13:30:00;67.53764462;97.0567113;-1.585714286;660;0.745666667;0;155.23;-2.458;0;0
2017-01-16 13:45:00;45.18503082;62.91550131;-2.1;660;0.643603175;0;139.64475;-2.593125;0.000488275;0
2017-01-16 14:00:00;39.90562898;55.13920289;-1.983333333;751.1444444;0.553833333;0;124.0595;-2.72825;0.00097655;0
2017-01-16 14:15:00;35.10836199;50.54153393;-2.5;660;0.687642857;0;108.47425;-2.863375;0.001464825;0
2017-01-16 14:30:00;35.37880626;47.59192057;-2.314285714;660;0.659555556;0;92.889;-2.9985;0.0019531;0
2017-01-16 14:45:00;34.05102349;40.33603018;-2.5;660;0.654708995;0;74.60275;-3.0608;0.001464825;9.242171931
2017-01-16 15:00:00;36.92732246;42.70755634;-2.466666667;751.1444444;0.453925926;0;56.3165;-3.1231;0.00097655;0
2017-01-16 15:15:00;21.73600623;26.25263509;-2.3;660;0.498047619;0;38.03025;-3.1854;0.000488275;0
2017-01-16 15:30:00;8.2011057;10.62328413;-2.5;660;0.684656085;0;19.744;-3.2477;0;0
2017-01-16 15:45:00;1.948725641;3.549584416;-2.5;660;0.420046296;0;14.808;-3.35475;0.010254;0
2017-01-16 16:00:00;0;0.116510001;-2.6;751.1444444;0.492027778;0;9.872;-3.4618;0.020508;0
2017-01-16 16:15:00;0;0;-2.7;660;0.265777778;0;4.936;-3.56885;0.030762;7.993229778
2017-01-16 16:30:00;0;0;-2.6;660;0.328666667;0;0;-3.6759;0.041016;0
2017-01-16 16:45:00;0;0;-2.4;660;0.163333333;0;0;-3.76085;0.032715125;0
2017-01-16 17:00:00;0;0;-2.6;751.1444444;0.634777778;0;0;-3.8458;0.02441425;0
2017-01-16 17:15:00;0;0;-2.4;1226.5;1.277222222;0;0;-3.93075;0.016113375;15.48688269
2017-01-16 17:30:00;0;0;-2.6;1025.077778;1.060111111;0;0;-4.0157;0.0078125;0
2017-01-16 17:45:00;0;0;-3.7;878.5888889;0.702111111;0;0;-4.20095;0.005859375;0
2017-01-16 18:00:00;0;0;-3.5;751.1444444;0.821888889;0;0;-4.3862;0.00390625;0
2017-01-16 18:15:00;0;0;-3.3;660;0.682555556;0;0;-4.57145;0.001953125;7.493652917
2017-01-16 18:30:00;0;0;-3.5;660;0.560444444;0;0;-4.7567;0;0
2017-01-16 18:45:00;0;0;-3.2;660;1.046472222;0.001491111;0;-4.832125;0;0
2017-01-16 19:00:00;0;0;-3.5;751.1444444;0.551972222;0;0;-4.90755;0;0
2017-01-16 19:15:00;0;0;-3.6;660;0.518555556;0;0;-4.982975;0;0
2017-01-16 19:30:00;0;0;-3.5;660;0.741611111;0;0;-5.0584;0;0
2017-01-16 19:45:00;0;0;-3.7;660;0.552277778;0;0;-5.0819;0.006836;0
2017-01-16 20:00:00;0;0;-3.7;751.1444444;0.722777778;0;0;-5.1054;0.013672;0
2017-01-16 20:15:00;0;0;-3.6;660;0.72962963;0;0;-5.1289;0.020508;0
2017-01-16 20:30:00;0;0;-3.6;660;0.401037037;0;0;-5.1524;0.027344;0
2017-01-16 20:45:00;0;0;-3.7;659.3777778;0.414444444;0;0;-5.11265;0.0263675;0
2017-01-16 21:00:00;0;0;-3.866666667;191.1444444;0.826444444;0;0;-5.0729;0.025391;0
2017-01-16 21:15:00;0;0;-3.6;100;0.610222222;0;0;-5.03315;0.0244145;0
2017-01-16 21:30:00;0;0;-3.6;100;0.562944444;0;0;-4.9934;0.023438;0
2017-01-16 21:45:00;0;0;-3.7;100;0.475722222;0;0;-5.01965;0.019531625;0
2017-01-16 22:00:00;0;0;-3.866666667;191.1444444;0.422666667;0;0;-5.0459;0.01562525;0
2017-01-16 22:15:00;0;0;-3.9;100;0.385666667;0;0;-5.07215;0.011718875;0
2017-01-16 22:30:00;0;0;-4.1;100;0.4275;0;0;-5.0984;0.0078125;0
2017-01-16 22:45:00;0;0;-4.3;100;0.429055556;0;0;-5.0982;0.008789125;0
2017-01-16 23:00:00;0;0;-4;191.1444444;0.554666667;0;0;-5.098;0.00976575;0
2017-01-16 23:15:00;0;0;-4.5;100;0.300722222;0;0;-5.0978;0.010742375;0
2017-01-16 23:30:00;0;0;-4.5;100;0.390833333;0;0;-5.0976;0.011719;0
2017-01-16 23:45:00;0;0;-4.2;100;0.359;0;0;-5.2269;0.0097658;0
2017-01-17 00:00:00;0;0;-4.1;191.1444444;0.368333333;0;0;-5.3562;0.0078126;0
2017-01-17 00:15:00;0;0;-3.9;100;0.340555556;0;0;-5.4855;0.0058594;0
2017-01-17 00:30:00;0;0;-3.7;100;0.267222222;0;0;-5.6148;0.0039062;0
2017-01-17 00:45:00;0;0;-3.6;100;0.301888889;0;0;-5.693175;0.00292965;0
2017-01-17 01:00:00;0;0;-3.8;191.1444444;0.422;0;0;-5.77155;0.0019531;0
2017-01-17 01:15:00;0;0;-3.9;100;0.289555556;0;0;-5.849925;0.00097655;0
2017-01-17 01:30:00;0;0;-3.9;100;0.519444444;0;0;-5.9283;0;0
2017-01-17 01:45:00;0;0;-3.833333333;100;0.634888889;0;0;-6.07765;0;0
2017-01-17 02:00:00;0;0;-3.8;191.1444444;0.331888889;0;0;-6.227;0;0
2017-01-17 02:15:00;0;0;-3.8;100;0.355638889;0;0;-6.37635;0;0
2017-01-17 02:30:00;0;0;-3.6;100;0.442694444;0;0;-6.5257;0;0
2017-01-17 02:45:00;0;0;-3.6;100;0.471444444;0;0;-6.512825;0;0
2017-01-17 03:00:00;0;0;-3.7;191.1444444;0.450888889;0;0;-6.49995;0;0
2017-01-17 03:15:00;0;0;-3.7;100;0.739444444;0;0;-6.487075;0;0
2017-01-17 03:30:00;0;0;-3.7;100;0.605333333;0;0;-6.4742;0;0
2017-01-17 03:45:00;0;0;-3.6;100;0.389740741;0;0;-6.5522;0;0
2017-01-17 04:00:00;0;0;-3.8;191.1444444;0.28962037;0;0;-6.6302;0;0
2017-01-17 04:15:00;0;0;-3.7;100;0.248527778;0;0;-6.7082;0;0
2017-01-17 04:30:00;0;0;-3.8;100;0.211222222;0;0;-6.7862;0;0
2017-01-17 04:45:00;0;0;-3.4;100;0.438777778;0;0;-6.913275;0;21.48180503
2017-01-17 05:00:00;0;0;-3.2;303.1444444;0.437555556;0;0;-7.04035;0;32.22270754
2017-01-17 05:15:00;0;0;-3.5;708;0.462222222;0;0;-7.167425;0;48.2091671
2017-01-17 05:30:00;0;0;-3.4;708;0.90262963;0;0;-7.2945;0;41.96445633
2017-01-17 05:45:00;0;0;-3.4;720;0.732037037;0;0;-7.276175;0.00146485;0
2017-01-17 06:00:00;0;0;-3.6;799.1444444;0.552111111;0;0;-7.25785;0.0029297;0
2017-01-17 06:15:00;0;0;-3.4;672;0.581777778;0;0;-7.239525;0.00439455;6.994076056
2017-01-17 06:30:00;0;0;-3.4;660;0.822888889;0;0;-7.2212;0.0058594;0
2017-01-17 06:45:00;0;0.039850017;-3.4;660;1.084555556;0;3.61075;-7.107275;0.006713875;0
2017-01-17 07:00:00;0.418774692;1.770829685;-3.4;751.1444444;1.148555556;0;7.2215;-6.99335;0.00756835;0
2017-01-17 07:15:00;3.276232233;5.262770887;-3.6;660;1.116333333;0;10.83225;-6.879425;0.008422825;0
2017-01-17 07:30:00;9.267461693;11.44628309;-3.5;660;1.208222222;0;14.443;-6.7655;0.0092773;0
2017-01-17 07:45:00;24.92770445;28.17400725;-3.7;660;0.815759259;0;26.2825;-6.695575;0.009521475;0
2017-01-17 08:00:00;45.71749544;49.90835959;-3.716666667;751.1444444;1.435555556;0;38.122;-6.62565;0.00976565;0
2017-01-17 08:15:00;93.61883056;98.34308801;-3.9;660;1.191018519;0;49.9615;-6.555725;0.010009825;0
2017-01-17 08:30:00;150.8115658;162.2384535;-3.5;660;0.966555556;0;61.801;-6.4858;0.010254;0
2017-01-17 08:45:00;150.3079704;165.3349926;-3.5;660;1.116703704;0;76.85075;-6.32985;0.009643625;6.994076056
2017-01-17 09:00:00;144.5406751;156.8207334;-3.3;1997.811111;1.24742328;0;91.9005;-6.1739;0.00903325;0
2017-01-17 09:15:00;112.724989;126.0198448;-3.6;988.6666667;0.960761905;0;106.95025;-6.01795;0.008422875;0
2017-01-17 09:30:00;114.6283522;127.9226784;-3.6;983;0.876777778;0;122;-5.862;0.0078125;0
2017-01-17 09:45:00;132.1957562;145.0372069;-3.37;983;0.74068254;0;142.9075;-5.700225;0.006835925;0
2017-01-17 10:00:00;127.5683287;140.9408411;-2.9;1813.455556;0.872984127;0;163.815;-5.53845;0.00585935;15.73667113
2017-01-17 10:15:00;123.6615293;136.4447205;-3.1;1518.6;0.732222222;0;184.7225;-5.376675;0.004882775;9.741748792
2017-01-17 10:30:00;112.466662;124.2905596;-3.1;2179.688889;0.420666667;0;205.63;-5.2149;0.0039062;7.243864486
2017-01-17 10:45:00;105.0250214;116.8239518;-2.55;1494.866667;0.489650794;0;213.88;-5.068375;0.003417925;0
2017-01-17 11:00:00;108.6095677;120.0580495;-2.7;746.3222222;0.999015873;0;222.13;-4.92185;0.00292965;0
2017-01-17 11:15:00;111.6141414;124.3855334;-3.6;1029.655556;0.630888889;0;230.38;-4.775325;0.002441375;0
2017-01-17 11:30:00;124.2790066;138.893036;-3.1;660;0.807;0;238.63;-4.6288;0.0019531;0
2017-01-17 11:45:00;141.897195;155.6693248;-3.1;660;0.465142857;0;230.0875;-4.550175;0.006103575;0
2017-01-17 12:00:00;149.6195476;164.1422024;-2.5;811.1444445;0.427727513;0;221.545;-4.47155;0.01025405;0
2017-01-17 12:15:00;185.5665348;204.7920809;-2.416666667;708;0.389240741;0;213.0025;-4.392925;0.014404525;0
2017-01-17 12:30:00;201.1640082;227.9871415;-1.7;720;0.521952381;0;204.46;-4.3143;0.018555;0
2017-01-17 12:45:00;184.4769985;201.463646;-1.214285714;708;0.582603175;0;189.51;-4.290475;0.02783225;0
2017-01-17 13:00:00;157.7338602;169.3255643;-2.4;751.1444445;1.200037037;0;174.56;-4.26665;0.0371095;0
2017-01-17 13:15:00;113.9592812;123.8831327;-3.083333333;660;1.080166667;0;159.61;-4.242825;0.04638675;0
2017-01-17 13:30:00;130.4857502;137.8440259;-2.9;660;0.709796296;0;144.66;-4.219;0.055664;8.9923835
2017-01-17 13:45:00;96.86485919;103.2109088;-2.9;660;0.775777778;0;127.39175;-4.246925;0.0625;0
2017-01-17 14:00:00;75.0062956;80.80005445;-2.9;751.1444445;0.538111111;0;110.1235;-4.27485;0.069336;0
2017-01-17 14:15:00;56.57932379;60.36596364;-2.9;660;0.798888889;0;92.85525;-4.302775;0.076172;0
2017-01-17 14:30:00;37.18561516;40.2498366;-2.728571429;660;0.499936508;0;75.587;-4.3307;0.083008;0
2017-01-17 14:45:00;24.41754892;26.64868959;-3;660;0.944785714;0;62.082;-4.371125;0.08007825;0
2017-01-17 15:00:00;16.78603677;18.45129295;-3.1;751.1444445;1.184814815;0;48.577;-4.41155;0.0771485;0
2017-01-17 15:15:00;10.07147727;12.07735318;-3.083333333;660;0.462462963;0;35.072;-4.451975;0.07421875;9.741748792
2017-01-17 15:30:00;6.671084331;8.385958118;-3;660;0.877333333;0;21.567;-4.4924;0.071289;0
2017-01-17 15:45:00;3.009004826;4.400698765;-2.9;660;0.978777778;0;16.17525;-4.555075;0.05712875;0
2017-01-17 16:00:00;0.062693277;0.752801743;-3;751.1444445;0.822481481;0;10.7835;-4.61775;0.0429685;0
2017-01-17 16:15:00;0;0;-3.1;660;0.375324074;0;5.39175;-4.680425;0.02880825;0
2017-01-17 16:30:00;0;0;-3.5;660;0.751083333;0;0;-4.7431;0.014648;7.743441347
2017-01-17 16:45:00;0;0;-3.2;660;0.551777778;0;0;-4.920325;0.010986;0
