Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20160331:1055,558.44,179.02,0.00,46.39,16.93,4.70,0
20160331:1155,58.61,361.40,0.00,46.41,18.25,4.69,0
20160331:1255,0.00,165.85,0.00,42.75,19.57,4.69,0
20160331:1355,0.00,164.65,0.00,36.21,19.17,4.72,0
20160331:1455,0.00,120.70,0.00,27.78,18.76,4.75,0
20160331:1555,0.00,58.85,0.00,18.25,18.36,4.79,0
20160331:1655,0.00,3.65,0.00,8.20,16.50,4.46,0
20160331:1755,0.00,0.00,0.00,0.00,14.63,4.14,0
20160331:1855,0.00,0.00,0.00,0.00,12.77,3.82,0
20160331:1955,0.00,0.00,0.00,0.00,12.03,3.94,0
20160331:2055,0.00,0.00,0.00,0.00,11.29,4.05,0
20160331:2155,0.00,0.00,0.00,0.00,10.54,4.17,0
20160331:2255,0.00,0.00,0.00,0.00,10.40,3.73,0
20160331:2355,0.00,0.00,0.00,0.00,10.26,3.30,0
20160401:0055,0.00,0.00,0.00,0.00,10.12,2.87,0
20160401:0155,0.00,0.00,0.00,0.00,10.40,2.60,0
20160401:0255,0.00,0.00,0.00,0.00,10.69,2.33,0
20160401:0355,0.00,0.00,0.00,0.00,10.98,2.06,0
20160401:0455,0.00,0.00,0.00,0.00,11.10,2.01,0
20160401:0555,0.00,48.50,0.00,8.42,11.22,1.97,0
20160401:0655,52.71,142.50,0.00,18.48,11.34,1.93,0
20160401:0755,0.25,137.75,0.00,28.03,12.28,1.39,0
20160401:0855,78.71,294.90,0.00,36.50,13.22,0.85,0
20160401:0955,306.85,284.81,0.00,43.08,14.16,0.30,0
20160401:1055,282.90,327.61,0.00,46.78,14.89,0.45,0
20160401:1155,140.92,370.26,0.00,46.79,15.63,0.60,0
20160401:1255,38.06,324.65,0.00,43.09,16.36,0.74,0
20160401:1355,3.00,212.55,0.00,36.50,15.85,1.03,0
20160401:1455,0.60,143.25,0.00,28.04,15.33,1.31,0
20160401:1555,0.00,61.10,0.00,18.49,14.82,1.60,0
20160401:1655,0.70,38.30,0.00,8.43,14.02,1.43,0
20160401:1755,0.00,0.00,0.00,0.00,13.22,1.26,0
20160401:1855,0.00,0.00,0.00,0.00,12.42,1.09,0
20160401:1955,0.00,0.00,0.00,0.00,10.96,1.37,0
20160401:2055,0.00,0.00,0.00,0.00,9.51,1.66,0
20160401:2155,0.00,0.00,0.00,0.00,8.05,1.94,0
20160401:2255,0.00,0.00,0.00,0.00,7.86,1.90,0
20160401:2355,0.00,0.00,0.00,0.00,7.68,1.86,0
20160402:0055,0.00,0.00,0.00,0.00,7.49,1.82,0
20160402:0155,0.00,0.00,0.00,0.00,7.05,1.78,0
20160402:0255,0.00,0.00,0.00,0.00,6.61,1.74,0
20160402:0355,0.00,0.00,0.00,0.00,6.17,1.70,0
20160402:0455,0.00,0.00,0.00,0.00,6.77,1.92,0
20160402:0555,0.00,17.40,0.00,8.76,7.38,2.15,0
20160402:0655,0.00,64.60,0.00,18.82,7.98,2.37,0
20160402:0755,11.35,196.15,0.00,28.38,11.15,2.51,0
20160402:0855,44.71,289.40,0.00,36.87,14.31,2.66,0
20160402:0955,395.86,244.77,0.00,43.47,17.48,2.80,0
20160402:1055,277.29,333.46,0.00,47.18,18.98,2.89,0
20160402:1155,13.70,312.90,0.00,47.16,20.49,2.98,0
20160402:1255,91.71,347.26,0.00,43.42,21.99,3.08,0
20160402:1355,183.43,278.31,0.00,36.79,21.84,3.04,0
20160402:1455,15.55,201.10,0.00,28.30,21.68,3.00,0
20160402:1555,22.25,138.05,0.00,18.73,21.53,2.97,0
20160402:1655,0.00,23.85,0.00,8.66,20.06,2.98,0
20160402:1755,0.00,0.00,0.00,0.00,18.60,3.00,0
20160402:1855,0.00,0.00,0.00,0.00,17.14,3.02,0
20160402:1955,0.00,0.00,0.00,0.00,16.08,2.89,0
20160402:2055,0.00,0.00,0.00,0.00,15.02,2.75,0
20160402:2155,0.00,0.00,0.00,0.00,13.96,2.62,0
20160402:2255,0.00,0.00,0.00,0.00,13.64,2.58,0
20160402:2355,0.00,0.00,0.00,0.00,13.33,2.55,0
20160403:0055,0.00,0.00,0.00,0.00,13.01,2.51,0
20160403:0155,0.00,0.00,0.00,0.00,12.49,2.58,0
20160403:0255,0.00,0.00,0.00,0.00,11.96,2.65,0
20160403:0355,0.00,0.00,0.00,0.00,11.44,2.72,0
20160403:0455,0.00,0.00,0.00,0.00,11.82,2.72,0
20160403:0555,0.00,4.20,0.00,9.09,12.20,2.72,0
20160403:0655,0.60,97.05,0.00,19.16,12.58,2.72,0
20160403:0755,26.90,218.50,0.00,28.73,14.45,3.04,0
20160403:0855,417.06,169.41,0.00,37.24,16.31,3.36,0
20160403:0955,526.08,172.31,0.00,43.86,18.18,3.68,0
20160403:1055,178.03,370.36,0.00,47.57,19.17,3.76,0
20160403:1155,566.64,181.97,0.00,47.53,20.16,3.84,0
20160403:1255,516.48,175.36,0.00,43.75,21.15,3.92,0
20160403:1355,88.66,297.85,0.00,37.08,21.15,3.85,0
20160403:1455,0.00,78.50,0.00,28.55,21.14,3.78,0
20160403:1555,0.00,20.40,0.00,18.97,21.13,3.71,0
20160403:1655,0.00,4.00,0.00,8.89,19.64,3.26,0
20160403:1755,0.00,0.00,0.00,0.00,18.15,2.80,0
20160403:1855,0.00,0.00,0.00,0.00,16.67,2.34,0
20160403:1955,0.00,0.00,0.00,0.00,15.68,2.51,0
20160403:2055,0.00,0.00,0.00,0.00,14.69,2.68,0
20160403:2155,0.00,0.00,0.00,0.00,13.70,2.84,0
20160403:2255,0.00,0.00,0.00,0.00,13.41,2.76,0
20160403:2355,0.00,0.00,0.00,0.00,13.11,2.68,0
20160404:0055,0.00,0.00,0.00,0.00,12.82,2.59,0
20160404:0155,0.00,0.00,0.00,0.00,12.32,2.62,0
20160404:0255,0.00,0.00,0.00,0.00,11.82,2.65,0
20160404:0355,0.00,0.00,0.00,0.00,11.32,2.68,0
20160404:0455,0.00,0.00,0.00,0.00,11.54,2.60,0
20160404:0555,0.00,60.05,0.00,9.43,11.75,2.53,0
20160404:0655,177.77,107.80,0.00,19.50,11.97,2.46,0
20160404:0755,317.69,139.76,0.00,29.08,13.62,2.91,0
20160404:0855,442.92,160.66,0.00,37.60,15.27,3.36,0
20160404:0955,532.68,175.26,0.00,44.24,16.92,3.81,0
20160404:1055,570.19,182.87,0.00,47.96,17.54,4.21,0
20160404:1155,568.94,182.62,0.00,47.90,18.17,4.62,0
20160404:1255,349.65,271.62,0.00,44.08,18.79,5.02,0
20160404:1355,255.14,254.01,0.00,37.37,18.50,4.22,0
20160404:1455,22.40,212.75,0.00,28.81,18.20,3.41,0
20160404:1555,0.00,68.95,0.00,19.20,17.91,2.61,0
20160404:1655,25.20,62.05,0.00,9.12,16.65,2.58,0
20160404:1755,0.00,0.00,0.00,0.00,15.40,2.55,0
20160404:1855,0.00,0.00,0.00,0.00,14.15,2.52,0
20160404:1955,0.00,0.00,0.00,0.00,13.34,2.53,0
20160404:2055,0.00,0.00,0.00,0.00,12.54,2.53,0
20160404:2155,0.00,0.00,0.00,0.00,11.74,2.54,0
20160404:2255,0.00,0.00,0.00,0.00,11.43,2.86,0
20160404:2355,0.00,0.00,0.00,0.00,11.12,3.18,0
20160405:0055,0.00,0.00,0.00,0.00,10.81,3.50,0
20160405:0155,0.00,0.00,0.00,0.00,10.75,3.49,0
20160405:0255,0.00,0.00,0.00,0.00,10.70,3.48,0
20160405:0355,0.00,0.00,0.00,0.00,10.64,3.46,0
20160405:0455,0.00,0.00,0.00,0.00,10.99,3.32,0
20160405:0555,0.00,53.55,0.00,9.76,11.35,3.18,0
20160405:0655,3.65,120.00,0.00,19.84,11.70,3.03,0
20160405:0755,0.00,115.75,0.00,29.43,13.02,3.43,0
20160405:0855,25.20,279.20,0.00,37.97,14.34,3.82,0
20160405:0955,465.32,213.82,0.00,44.63,15.66,4.21,0
20160405:1055,55.41,368.05,0.00,48.34,16.23,4.13,0
20160405:1155,8.60,301.45,0.00,48.26,16.80,4.05,0
20160405:1255,0.00,185.95,0.00,44.41,17.37,3.97,0
20160405:1355,0.05,171.15,0.00,37.65,16.68,3.45,0
20160405:1455,7.85,188.70,0.00,29.06,15.98,2.93,0
20160405:1555,13.30,134.50,0.00,19.43,15.29,2.41,0
20160405:1655,0.55,41.70,0.00,9.35,14.67,2.07,0
20160405:1755,0.00,0.00,0.00,0.00,14.05,1.73,0
20160405:1855,0.00,0.00,0.00,0.00,13.44,1.39,0
20160405:1955,0.00,0.00,0.00,0.00,12.78,1.33,0
20160405:2055,0.00,0.00,0.00,0.00,12.13,1.26,0
20160405:2155,0.00,0.00,0.00,0.00,11.48,1.20,0
20160405:2255,0.00,0.00,0.00,0.00,11.26,0.99,0
20160405:2355,0.00,0.00,0.00,0.00,11.04,0.78,0
20160406:0055,0.00,0.00,0.00,0.00,10.82,0.57,0
20160406:0155,0.00,0.00,0.00,0.00,10.23,0.82,0
20160406:0255,0.00,0.00,0.00,0.00,9.63,1.07,0
20160406:0355,0.00,0.00,0.00,0.00,9.04,1.32,0
20160406:0455,0.00,0.00,0.00,0.00,9.26,1.31,0
20160406:0555,0.00,4.65,0.00,10.09,9.48,1.29,0
20160406:0655,3.25,119.50,0.00,20.17,9.70,1.27,0
20160406:0755,3.90,180.40,0.00,29.78,10.58,1.26,0
20160406:0855,0.00,143.50,0.00,38.33,11.45,1.26,0
20160406:0955,0.00,164.55,0.00,45.01,12.33,1.26,0
20160406:1055,0.00,190.60,0.00,48.73,13.50,1.25,0
20160406:1155,12.50,316.10,0.00,48.63,14.68,1.24,0
20160406:1255,10.10,288.40,0.00,44.73,15.85,1.23,0
20160406:1355,28.70,282.45,0.00,37.94,15.70,1.33,0
20160406:1455,8.25,193.00,0.00,29.31,15.54,1.44,0
20160406:1555,3.05,115.25,0.00,19.67,15.38,1.54,0
20160406:1655,7.45,61.25,0.00,9.57,14.69,1.44,0
20160406:1755,0.00,0.00,0.00,0.00,14.00,1.33,0
20160406:1855,0.00,0.00,0.00,0.00,13.31,1.23,0
20160406:1955,0.00,0.00,0.00,0.00,11.85,1.31,0
20160406:2055,0.00,0.00,0.00,0.00,10.39,1.40,0
20160406:2155,0.00,0.00,0.00,0.00,8.93,1.49,0
20160406:2255,0.00,0.00,0.00,0.00,8.31,1.44,0
20160406:2355,0.00,0.00,0.00,0.00,7.68,1.39,0
20160407:0055,0.00,0.00,0.00,0.00,7.06,1.34,0
20160407:0155,0.00,0.00,0.00,0.00,6.73,1.22,0
20160407:0255,0.00,0.00,0.00,0.00,6.40,1.11,0
20160407:0355,0.00,0.00,0.00,0.00,6.07,0.99,0
20160407:0455,0.00,0.00,0.00,0.00,6.72,0.99,0
20160407:0555,0.00,38.15,0.00,10.41,7.38,0.98,0
20160407:0655,0.00,79.35,0.00,20.50,8.03,0.98,0
20160407:0755,0.00,85.85,0.00,30.12,9.16,1.24,0
20160407:0855,0.00,122.75,0.00,38.69,10.29,1.50,0
20160407:0955,0.75,236.35,0.00,45.38,11.42,1.77,0
20160407:1055,0.00,198.70,0.00,49.11,11.50,1.87,0
20160407:1155,0.00,184.85,0.00,48.99,11.58,1.97,0
20160407:1255,0.00,144.35,0.00,45.05,11.65,2.07,0
20160407:1355,0.00,100.10,0.00,38.22,11.38,2.20,0
20160407:1455,0.00,65.50,0.00,29.56,11.11,2.33,0
20160407:1555,0.00,16.45,0.00,19.90,10.84,2.46,0
20160407:1655,0.00,4.45,0.00,9.80,10.18,2.53,0
20160407:1755,0.00,0.00,0.00,0.00,9.53,2.60,0
20160407:1855,0.00,0.00,0.00,0.00,8.88,2.68,0
20160407:1955,0.00,0.00,0.00,0.00,8.23,2.58,0
20160407:2055,0.00,0.00,0.00,0.00,7.58,2.48,0
20160407:2155,0.00,0.00,0.00,0.00,6.93,2.39,0
20160407:2255,0.00,0.00,0.00,0.00,6.65,2.46,0
20160407:2355,0.00,0.00,0.00,0.00,6.36,2.54,0
20160408:0055,0.00,0.00,0.00,0.00,6.08,2.62,0
20160408:0155,0.00,0.00,0.00,0.00,5.34,2.52,0
20160408:0255,0.00,0.00,0.00,0.00,4.61,2.43,0
20160408:0355,0.00,0.00,0.00,0.00,3.87,2.33,0
20160408:0455,0.00,2.90,0.00,0.61,4.25,2.27,0
20160408:0555,0.00,5.10,0.00,10.74,4.64,2.20,0
20160408:0655,0.00,58.20,0.00,20.83,5.02,2.14,0
20160408:0755,0.00,65.05,0.00,30.46,5.95,2.17,0
20160408:0855,0.00,157.85,0.00,39.05,6.87,2.21,0
20160408:0955,0.00,165.15,0.00,45.76,7.80,2.25,0
20160408:1055,0.00,183.55,0.00,49.49,8.38,2.24,0
20160408:1155,0.00,178.15,0.00,49.35,8.96,2.24,0
20160408:1255,0.00,158.60,0.00,45.37,9.54,2.23,0
20160408:1355,0.00,110.35,0.00,38.49,9.72,2.49,0
20160408:1455,0.00,60.20,0.00,29.81,9.89,2.74,0
20160408:1555,0.00,34.90,0.00,20.13,10.06,2.99,0
20160408:1655,0.00,4.55,0.00,10.02,9.38,2.79,0
20160408:1755,0.00,0.00,0.00,0.00,8.70,2.59,0
20160408:1855,0.00,0.00,0.00,0.00,8.02,2.39,0
20160408:1955,0.00,0.00,0.00,0.00,7.36,2.25,0
20160408:2055,0.00,0.00,0.00,0.00,6.70,2.11,0
20160408:2155,0.00,0.00,0.00,0.00,6.04,1.97,0
20160408:2255,0.00,0.00,0.00,0.00,5.78,1.89,0
20160408:2355,0.00,0.00,0.00,0.00,5.52,1.82,0
20160409:0055,0.00,0.00,0.00,0.00,5.26,1.74,0
20160409:0155,0.00,0.00,0.00,0.00,4.58,1.67,0
20160409:0255,0.00,0.00,0.00,0.00,3.90,1.60,0
20160409:0355,0.00,0.00,0.00,0.00,3.22,1.53,0
20160409:0455,0.00,0.60,0.00,0.93,3.69,1.55,0
20160409:0555,0.00,72.45,0.00,11.06,4.16,1.57,0
20160409:0655,0.00,73.85,0.00,21.15,4.63,1.59,0
20160409:0755,16.95,222.10,0.00,30.80,5.97,1.86,0
20160409:0855,10.15,261.85,0.00,39.41,7.30,2.13,0
20160409:0955,4.60,275.35,0.00,46.13,8.64,2.40,0
20160409:1055,4.15,289.75,0.00,49.87,9.52,2.27,0
20160409:1155,2.60,276.95,0.00,49.71,10.40,2.13,0
20160409:1255,3.60,266.00,0.00,45.69,11.28,2.00,0
20160409:1355,0.00,144.85,0.00,38.77,11.39,2.05,0
20160409:1455,0.00,20.30,0.00,30.05,11.50,2.10,0
20160409:1555,0.00,32.90,0.00,20.35,11.61,2.15,0
20160409:1655,0.00,7.65,0.00,10.24,10.99,1.88,0
20160409:1755,0.00,0.00,0.00,0.00,10.38,1.60,0
20160409:1855,0.00,0.00,0.00,0.00,9.77,1.32,0
20160409:1955,0.00,0.00,0.00,0.00,9.05,1.27,0
20160409:2055,0.00,0.00,0.00,0.00,8.34,1.22,0
20160409:2155,0.00,0.00,0.00,0.00,7.63,1.17,0
20160409:2255,0.00,0.00,0.00,0.00,7.24,1.08,0
20160409:2355,0.00,0.00,0.00,0.00,6.85,0.99,0
20160410:0055,0.00,0.00,0.00,0.00,6.46,0.90,0
20160410:0155,0.00,0.00,0.00,0.00,5.40,0.71,0
20160410:0255,0.00,0.00,0.00,0.00,4.35,0.53,0
20160410:0355,0.00,0.00,0.00,0.00,3.29,0.34,0
20160410:0455,0.00,0.70,0.00,1.25,3.73,0.40,0
20160410:0555,0.00,55.35,0.00,11.38,4.18,0.46,0
20160410:0655,47.05,171.60,0.00,21.48,4.62,0.51,0
20160410:0755,352.19,145.41,0.00,31.13,7.30,0.80,0
20160410:0855,466.11,172.81,0.00,39.76,9.98,1.09,0
20160410:0955,571.88,177.01,0.00,46.51,12.66,1.38,0
20160410:1055,610.39,186.77,0.00,50.25,13.75,1.21,0
20160410:1155,614.69,182.02,0.00,50.07,14.84,1.04,0
20160410:1255,561.63,175.86,0.00,46.00,15.93,0.87,0
20160410:1355,464.76,163.21,0.00,39.04,16.66,0.97,0
20160410:1455,325.09,148.81,0.00,30.29,17.38,1.06,0
20160410:1555,193.37,111.40,0.00,20.58,18.10,1.16,0
20160410:1655,64.05,65.10,0.00,10.46,16.84,1.40,0
20160410:1755,0.00,0.85,0.00,0.36,15.58,1.65,0
20160410:1855,0.00,0.00,0.00,0.00,14.32,1.89,0
20160410:1955,0.00,0.00,0.00,0.00,12.62,1.93,0
20160410:2055,0.00,0.00,0.00,0.00,10.93,1.97,0
20160410:2155,0.00,0.00,0.00,0.00,9.24,2.01,0
20160410:2255,0.00,0.00,0.00,0.00,8.58,1.91,0
20160410:2355,0.00,0.00,0.00,0.00,7.93,1.81,0
20160411:0055,0.00,0.00,0.00,0.00,7.27,1.71,0
20160411:0155,0.00,0.00,0.00,0.00,6.28,1.62,0
20160411:0255,0.00,0.00,0.00,0.00,5.28,1.53,0
20160411:0355,0.00,0.00,0.00,0.00,4.29,1.43,0
20160411:0455,0.00,8.20,0.00,1.57,5.16,1.68,0
20160411:0555,0.00,72.90,0.00,11.69,6.03,1.92,0
20160411:0655,215.67,116.85,0.00,21.80,6.90,2.17,0
20160411:0755,359.19,146.46,0.00,31.46,10.28,2.08,0
20160411:0855,486.41,165.91,0.00,40.11,13.67,2.00,0
20160411:0955,579.63,177.71,0.00,46.87,17.05,1.92,0
20160411:1055,620.64,182.67,0.00,50.62,18.09,2.00,0
20160411:1155,617.59,182.32,0.00,50.42,19.14,2.08,0
20160411:1255,564.38,176.16,0.00,46.32,20.18,2.17,0
20160411:1355,442.61,175.71,0.00,39.32,19.77,1.99,0
20160411:1455,335.24,142.66,0.00,30.54,19.35,1.82,0
20160411:1555,173.66,122.35,0.00,20.81,18.94,1.64,0
20160411:1655,47.85,71.95,0.00,10.68,17.70,1.52,0
20160411:1755,0.00,1.65,0.00,0.58,16.46,1.40,0
20160411:1855,0.00,0.00,0.00,0.00,15.22,1.28,0
20160411:1955,0.00,0.00,0.00,0.00,13.77,1.44,0
20160411:2055,0.00,0.00,0.00,0.00,12.33,1.60,0
20160411:2155,0.00,0.00,0.00,0.00,10.89,1.75,0
20160411:2255,0.00,0.00,0.00,0.00,10.24,1.66,0
20160411:2355,0.00,0.00,0.00,0.00,9.58,1.58,0
20160412:0055,0.00,0.00,0.00,0.00,8.93,1.49,0
20160412:0155,0.00,0.00,0.00,0.00,8.75,1.48,0
20160412:0255,0.00,0.00,0.00,0.00,8.56,1.46,0
20160412:0355,0.00,0.00,0.00,0.00,8.38,1.45,0
20160412:0455,0.00,9.60,0.00,1.89,8.85,1.64,0
20160412:0555,0.00,65.80,0.00,12.01,9.31,1.83,0
20160412:0655,32.40,171.05,0.00,22.12,9.78,2.03,0
20160412:0755,342.39,154.31,0.00,31.79,10.73,1.99,0
20160412:0855,468.96,173.21,0.00,40.45,11.69,1.94,0
20160412:0955,573.23,177.36,0.00,47.24,12.64,1.90,0
20160412:1055,623.39,182.96,0.00,51.00,13.70,1.58,0
20160412:1155,620.14,182.56,0.00,50.77,14.77,1.26,0
20160412:1255,566.83,176.46,0.00,46.63,15.83,0.94,0
20160412:1355,454.26,172.16,0.00,39.59,16.68,1.31,0
20160412:1455,117.61,244.30,0.00,30.78,17.53,1.69,0
20160412:1555,31.70,161.80,0.00,21.03,18.38,2.07,0
20160412:1655,67.30,67.10,0.00,10.90,17.69,1.66,0
20160412:1755,0.00,2.70,0.00,0.81,17.00,1.24,0
20160412:1855,0.00,0.00,0.00,0.00,16.31,0.83,0
20160412:1955,0.00,0.00,0.00,0.00,14.76,0.83,0
20160412:2055,0.00,0.00,0.00,0.00,13.21,0.83,0
20160412:2155,0.00,0.00,0.00,0.00,11.66,0.83,0
20160412:2255,0.00,0.00,0.00,0.00,10.98,0.93,0
20160412:2355,0.00,0.00,0.00,0.00,10.31,1.04,0
20160413:0055,0.00,0.00,0.00,0.00,9.63,1.14,0
20160413:0155,0.00,0.00,0.00,0.00,8.94,1.36,0
20160413:0255,0.00,0.00,0.00,0.00,8.26,1.58,0
20160413:0355,0.00,0.00,0.00,0.00,7.57,1.79,0
20160413:0455,0.00,11.10,0.00,2.21,8.01,1.81,0
20160413:0555,0.00,86.85,0.00,12.32,8.44,1.83,0
20160413:0655,194.02,129.50,0.00,22.43,8.88,1.85,0
20160413:0755,358.29,146.76,0.00,32.12,10.70,1.89,0
20160413:0855,483.11,165.91,0.00,40.80,12.53,1.94,0
20160413:0955,316.89,319.66,0.00,47.60,14.35,1.99,0
20160413:1055,161.77,396.71,0.00,51.37,14.40,1.89,0
20160413:1155,0.00,40.10,0.00,51.12,14.45,1.80,0
20160413:1255,0.00,90.15,0.00,46.94,14.50,1.71,0
20160413:1355,0.00,45.45,0.00,39.85,14.47,1.98,0
20160413:1455,0.00,50.55,0.00,31.02,14.43,2.25,0
20160413:1555,0.00,69.80,0.00,21.25,14.39,2.52,0
20160413:1655,0.00,5.20,0.00,11.12,13.60,2.32,0
20160413:1755,0.00,0.50,0.00,1.03,12.82,2.11,0
20160413:1855,0.00,0.00,0.00,0.00,12.04,1.90,0
20160413:1955,0.00,0.00,0.00,0.00,11.13,1.64,0
20160413:2055,0.00,0.00,0.00,0.00,10.23,1.37,0
20160413:2155,0.00,0.00,0.00,0.00,9.33,1.10,0
20160413:2255,0.00,0.00,0.00,0.00,9.04,1.12,0
20160413:2355,0.00,0.00,0.00,0.00,8.75,1.13,0
20160414:0055,0.00,0.00,0.00,0.00,8.46,1.14,0
20160414:0155,0.00,0.00,0.00,0.00,7.60,1.15,0
20160414:0255,0.00,0.00,0.00,0.00,6.74,1.15,0
20160414:0355,0.00,0.00,0.00,0.00,5.88,1.16,0
20160414:0455,0.00,10.90,0.00,2.52,6.28,1.24,0
20160414:0555,0.00,65.50,0.00,12.63,6.69,1.32,0
20160414:0655,0.00,14.10,0.00,22.74,7.09,1.41,0
20160414:0755,0.00,110.75,0.00,32.44,8.47,1.66,0
20160414:0855,30.20,306.80,0.00,41.14,9.85,1.92,0
20160414:0955,16.80,325.85,0.00,47.96,11.23,2.18,0
20160414:1055,12.45,334.45,0.00,51.73,12.09,2.36,0
20160414:1155,2.75,287.20,0.00,51.47,12.95,2.55,0
20160414:1255,196.38,364.51,0.00,47.24,13.80,2.73,0
20160414:1355,465.06,172.61,0.00,40.12,14.34,2.29,0
20160414:1455,336.04,151.91,0.00,31.25,14.88,1.84,0
20160414:1555,205.02,114.35,0.00,21.47,15.42,1.39,0
20160414:1655,73.20,69.65,0.00,11.34,14.52,1.50,0
20160414:1755,0.00,5.30,0.00,1.26,13.62,1.60,0
20160414:1855,0.00,0.00,0.00,0.00,12.73,1.71,0
20160414:1955,0.00,0.00,0.00,0.00,11.68,1.43,0
20160414:2055,0.00,0.00,0.00,0.00,10.63,1.16,0
20160414:2155,0.00,0.00,0.00,0.00,9.58,0.88,0
20160414:2255,0.00,0.00,0.00,0.00,9.17,1.11,0
20160414:2355,0.00,0.00,0.00,0.00,8.75,1.33,0
20160415:0055,0.00,0.00,0.00,0.00,8.34,1.56,0
20160415:0155,0.00,0.00,0.00,0.00,8.45,1.76,0
20160415:0255,0.00,0.00,0.00,0.00,8.57,1.96,0
20160415:0355,0.00,0.00,0.00,0.00,8.68,2.17,0
20160415:0455,0.00,14.50,0.00,2.82,9.34,2.20,0
20160415:0555,0.00,42.65,0.00,12.93,10.00,2.23,0
20160415:0655,0.00,68.05,0.00,23.05,10.66,2.26,0
20160415:0755,0.15,158.05,0.00,32.76,11.50,2.39,0
20160415:0855,51.01,321.80,0.00,41.48,12.35,2.51,0
20160415:0955,2.80,270.65,0.00,48.32,13.19,2.63,0
20160415:1055,285.29,365.31,0.00,52.10,13.50,2.80,0
20160415:1155,22.95,354.15,0.00,51.81,13.81,2.97,0
20160415:1255,4.10,276.20,0.00,47.55,14.12,3.14,0
20160415:1355,367.29,223.76,0.00,40.38,14.22,2.90,0
20160415:1455,182.27,225.76,0.00,31.49,14.31,2.66,0
20160415:1555,4.65,132.85,0.00,21.69,14.41,2.41,0
20160415:1655,0.00,40.95,0.00,11.55,13.75,2.11,0
20160415:1755,0.00,7.20,0.00,1.48,13.09,1.80,0
20160415:1855,0.00,0.00,0.00,0.00,12.43,1.49,0
20160415:1955,0.00,0.00,0.00,0.00,11.79,1.70,0
20160415:2055,0.00,0.00,0.00,0.00,11.16,1.91,0
20160415:2155,0.00,0.00,0.00,0.00,10.52,2.12,0
20160415:2255,0.00,0.00,0.00,0.00,10.48,2.36,0
20160415:2355,0.00,0.00,0.00,0.00,10.45,2.59,0
20160416:0055,0.00,0.00,0.00,0.00,10.41,2.83,0
20160416:0155,0.00,0.00,0.00,0.00,10.31,2.78,0
20160416:0255,0.00,0.00,0.00,0.00,10.21,2.74,0
20160416:0355,0.00,0.00,0.00,0.00,10.11,2.69,0
20160416:0455,0.00,15.25,0.00,3.13,10.41,2.74,0
20160416:0555,0.00,89.05,0.00,13.23,10.70,2.78,0
20160416:0655,127.56,168.15,0.00,23.35,11.00,2.83,0
20160416:0755,0.00,23.25,0.00,33.07,11.58,3.12,0
20160416:0855,1.45,226.15,0.00,41.81,12.15,3.41,0
20160416:0955,0.00,146.75,0.00,48.67,12.73,3.70,0
20160416:1055,621.78,189.41,0.00,52.46,13.76,3.96,0
20160416:1155,626.68,183.36,0.00,52.15,14.79,4.22,0
20160416:1255,566.87,181.16,0.00,47.85,15.82,4.48,0
20160416:1355,210.08,300.76,0.00,40.64,16.62,4.59,0
20160416:1455,304.83,169.21,0.00,31.72,17.41,4.69,0
20160416:1555,32.65,166.90,0.00,21.91,18.20,4.80,0
20160416:1655,74.45,71.00,0.00,11.77,16.87,4.00,0
20160416:1755,0.00,7.90,0.00,1.70,15.55,3.19,0
20160416:1855,0.00,0.00,0.00,0.00,14.23,2.39,0
20160416:1955,0.00,0.00,0.00,0.00,13.43,2.28,0
20160416:2055,0.00,0.00,0.00,0.00,12.64,2.17,0
20160416:2155,0.00,0.00,0.00,0.00,11.84,2.06,0
20160416:2255,0.00,0.00,0.00,0.00,11.73,2.58,0
20160416:2355,0.00,0.00,0.00,0.00,11.63,3.10,0
20160417:0055,0.00,0.00,0.00,0.00,11.52,3.63,0
20160417:0155,0.00,0.00,0.00,0.00,10.93,3.03,0
20160417:0255,0.00,0.00,0.00,0.00,10.33,2.44,0
20160417:0355,0.00,0.00,0.00,0.00,9.74,1.85,0
20160417:0455,0.00,16.80,0.00,3.43,10.02,1.75,0
20160417:0555,0.00,18.20,0.00,13.53,10.31,1.66,0
20160417:0655,0.00,14.70,0.00,23.66,10.59,1.56,0
20160417:0755,0.00,39.90,0.00,33.39,11.28,2.11,0
20160417:0855,2.55,237.90,0.00,42.14,11.98,2.66,0
20160417:0955,0.00,184.55,0.00,49.02,12.67,3.21,0
20160417:1055,0.00,76.05,0.00,52.82,13.13,3.16,0
20160417:1155,0.00,122.35,0.00,52.49,13.59,3.11,0
20160417:1255,0.00,141.60,0.00,48.14,14.04,3.06,0
20160417:1355,0.00,85.50,0.00,40.90,13.27,2.69,0
20160417:1455,0.00,22.00,0.00,31.95,12.49,2.32,0
20160417:1555,0.00,13.30,0.00,22.13,11.72,1.94,0
20160417:1655,0.00,5.70,0.00,11.98,11.20,2.07,0
20160417:1755,0.00,0.90,0.00,1.92,10.68,2.20,0
20160417:1855,0.00,0.00,0.00,0.00,10.16,2.33,0
20160417:1955,0.00,0.00,0.00,0.00,9.51,2.11,0
20160417:2055,0.00,0.00,0.00,0.00,8.87,1.88,0
20160417:2155,0.00,0.00,0.00,0.00,8.23,1.66,0
20160417:2255,0.00,0.00,0.00,0.00,8.05,1.43,0
